Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
,,,,,,,
Test Cases/DDT/TC_ValidateAmazon_Login_Internal_002,Chrome 121.0.0.0,,,08-02-2024 19:21:01,08-02-2024 19:21:27,26.786s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,08-02-2024 19:21:01,08-02-2024 19:21:01,0.084s,ERROR
"openBrowser("""")",Chrome 121.0.0.0,,,08-02-2024 19:21:01,08-02-2024 19:21:02,0.859s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,08-02-2024 19:21:02,08-02-2024 19:21:04,1.775s,PASSED
"click(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon.com. Spend less. Smile more/span_Hello, sign in""))",Chrome 121.0.0.0,,,08-02-2024 19:21:04,08-02-2024 19:21:22,18.652s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/input_email""), findTestData(""DDT_TestData/Amazon_Testdata_internal_Login"").getValue(""mobile no"", 1))",Chrome 121.0.0.0,,,08-02-2024 19:21:22,08-02-2024 19:21:24,1.367s,PASSED
"click(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/inputcontinue""))",Chrome 121.0.0.0,,,08-02-2024 19:21:24,08-02-2024 19:21:26,2.370s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/input_password""), findTestData(""DDT_TestData/Amazon_Testdata_internal_Login"").getValue(""password"", 1))",Chrome 121.0.0.0,,,08-02-2024 19:21:26,08-02-2024 19:21:27,0.841s,PASSED
"click(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/inputsignInSubmit""))",Chrome 121.0.0.0,,,08-02-2024 19:21:27,08-02-2024 19:21:27,0.390s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,08-02-2024 19:21:27,08-02-2024 19:21:27,0.218s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,08-02-2024 19:21:27,08-02-2024 19:21:27,0.059s,ERROR
